feat_set,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_mae,test_mae,test_mse,test_r2,trees,reg_alpha,reg_lambda
L1+L5_enhanced,3,0.05,0.6,0.8,5,10.543421745300293,10.588054656982422,184.54830932617188,0.2633245587348938,77,,
L1+L5_enhanced,3,0.05,0.6,0.8,10,10.541359901428223,10.553387641906738,183.5302734375,0.2673882842063904,109,,
L1+L5_enhanced,3,0.05,0.7,0.6,1,10.54443073272705,10.591019630432129,185.13815307617188,0.26096999645233154,119,,
L1+L5_enhanced,3,0.05,0.7,0.6,3,10.550471305847168,10.584856986999512,185.2630615234375,0.2604714035987854,81,,
L1+L5_enhanced,3,0.05,0.7,0.6,5,10.542698860168457,10.582316398620605,185.24249267578125,0.2605534791946411,93,,
L1+L5_enhanced,3,0.05,0.7,0.6,10,10.553068161010742,10.581439971923828,185.0041046142578,0.2615050673484802,98,,
L1+L5_enhanced,3,0.05,0.7,0.7,1,10.535697937011719,10.586240768432617,184.9761199951172,0.2616168260574341,93,,
L1+L5_enhanced,3,0.05,0.7,0.7,3,10.529052734375,10.574671745300293,184.74996948242188,0.2625195384025574,102,,
L1+L5_enhanced,3,0.05,0.7,0.7,5,10.519607543945312,10.571385383605957,184.38592529296875,0.26397275924682617,94,,
L1+L5_enhanced,3,0.05,0.7,0.7,10,10.523070335388184,10.599969863891602,185.17791748046875,0.2608112692832947,198,,
L1+L5_enhanced,3,0.05,0.7,0.8,1,10.560859680175781,10.583944320678711,184.55189514160156,0.26331019401550293,76,,
L1+L5_enhanced,3,0.05,0.7,0.8,3,10.55305004119873,10.5824613571167,184.59542846679688,0.26313644647598267,135,,
L1+L5_enhanced,3,0.05,0.7,0.8,5,10.553922653198242,10.571554183959961,184.70541381835938,0.26269739866256714,143,,
L1+L5_enhanced,3,0.05,0.7,0.8,10,10.559087753295898,10.554620742797852,184.57351684570312,0.26322388648986816,109,,
L1+L5_enhanced,3,0.05,0.8,0.6,1,10.586183547973633,10.599685668945312,185.4973907470703,0.2595360279083252,73,,
L1+L5_enhanced,3,0.05,0.8,0.6,3,10.594330787658691,10.59854793548584,185.68624877929688,0.25878214836120605,73,,
L1+L5_enhanced,3,0.05,0.8,0.6,5,10.585884094238281,10.591196060180664,185.46343994140625,0.25967150926589966,111,,
L1+L5_enhanced,3,0.05,0.8,0.6,10,10.5606689453125,10.578217506408691,184.8784637451172,0.26200664043426514,108,,
L1+L5_enhanced,3,0.05,0.8,0.7,1,10.549941062927246,10.55911636352539,184.50210571289062,0.26350897550582886,205,,
L1+L5_enhanced,3,0.05,0.8,0.7,3,10.550053596496582,10.571605682373047,184.58114624023438,0.26319342851638794,225,,
L1+L5_enhanced,3,0.05,0.8,0.7,5,10.552989959716797,10.574275016784668,184.5641632080078,0.26326125860214233,139,,
L1+L5_enhanced,3,0.05,0.8,0.7,10,10.559470176696777,10.599411964416504,185.33529663085938,0.26018309593200684,224,,
L1+L5_enhanced,3,0.05,0.8,0.8,1,10.57999038696289,10.55998706817627,184.68215942382812,0.2627902626991272,94,,
L1+L5_enhanced,3,0.05,0.8,0.8,3,10.575157165527344,10.55875015258789,184.58221435546875,0.2631891965866089,94,,
L1+L5_enhanced,3,0.05,0.8,0.8,5,10.573087692260742,10.56869888305664,184.7981414794922,0.26232725381851196,100,,
L1+L5_enhanced,3,0.05,0.8,0.8,10,10.583538055419922,10.565183639526367,184.57737731933594,0.2632085084915161,134,,
L1+L5_enhanced,4,0.005,0.6,0.6,1,10.573116302490234,10.552181243896484,184.29080200195312,0.2643524408340454,784,,
L1+L5_enhanced,4,0.005,0.6,0.6,3,10.577835083007812,10.571109771728516,184.73153686523438,0.2625930905342102,650,,
L1+L5_enhanced,4,0.005,0.6,0.6,5,10.576437950134277,10.571269035339355,184.70603942871094,0.2626948952674866,642,,
L1+L5_enhanced,4,0.005,0.6,0.6,10,10.570513725280762,10.544625282287598,183.92626953125,0.265807569026947,784,,
L1+L5_enhanced,4,0.005,0.6,0.7,1,10.567519187927246,10.54954719543457,184.3358154296875,0.2641727924346924,794,,
L1+L5_enhanced,4,0.005,0.6,0.7,3,10.565531730651855,10.546852111816406,184.25660705566406,0.26448893547058105,794,,
L1+L5_enhanced,4,0.005,0.6,0.7,5,10.570914268493652,10.547415733337402,184.20535278320312,0.2646934986114502,763,,
L1+L5_enhanced,4,0.005,0.6,0.7,10,10.561800003051758,10.546012878417969,184.06809997558594,0.26524144411087036,786,,
