max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_mae,test_mae,test_r2,trees
4,0.01,0.6,0.8,1,9.456058502197266,9.515641212463379,0.3706388473510742,579
4,0.01,0.6,0.8,3,9.451406478881836,9.515280723571777,0.3705858588218689,579
4,0.01,0.6,0.8,5,9.456665992736816,9.51742172241211,0.3700820207595825,588
4,0.01,0.6,0.8,10,9.444095611572266,9.513557434082031,0.3699758052825928,588
4,0.01,0.7,0.6,1,9.436263084411621,9.46927547454834,0.3740237355232239,621
4,0.01,0.7,0.6,3,9.444375038146973,9.472400665283203,0.373154878616333,621
4,0.01,0.7,0.6,5,9.436996459960938,9.486614227294922,0.37165719270706177,623
4,0.01,0.7,0.6,10,9.416399002075195,9.471352577209473,0.3736863136291504,624
4,0.01,0.7,0.7,1,9.43172836303711,9.503554344177246,0.36986297369003296,617
4,0.01,0.7,0.7,3,9.433728218078613,9.495524406433105,0.37072044610977173,615
4,0.01,0.7,0.7,5,9.420918464660645,9.496920585632324,0.37150096893310547,615
4,0.01,0.7,0.7,10,9.4558744430542,9.504231452941895,0.37100619077682495,446
4,0.01,0.7,0.8,1,9.441935539245605,9.484114646911621,0.37248724699020386,625
4,0.01,0.7,0.8,3,9.44237232208252,9.47266674041748,0.373329222202301,643
4,0.01,0.7,0.8,5,9.435688018798828,9.474868774414062,0.37319469451904297,628
4,0.01,0.7,0.8,10,9.42732048034668,9.449504852294922,0.37580662965774536,700
4,0.01,0.8,0.6,1,9.463519096374512,9.516938209533691,0.3702126145362854,533
4,0.01,0.8,0.6,3,9.463232040405273,9.50489616394043,0.3706796169281006,597
4,0.01,0.8,0.6,5,9.455076217651367,9.510817527770996,0.36990612745285034,643
4,0.01,0.8,0.6,10,9.445416450500488,9.497475624084473,0.37125164270401,679
4,0.01,0.8,0.7,1,9.435894012451172,9.503547668457031,0.36887723207473755,633
4,0.01,0.8,0.7,3,9.434551239013672,9.494451522827148,0.36922895908355713,642
4,0.01,0.8,0.7,5,9.435439109802246,9.506881713867188,0.36833423376083374,622
4,0.01,0.8,0.7,10,9.42878246307373,9.499844551086426,0.3697923421859741,673
4,0.01,0.8,0.8,1,9.430222511291504,9.484023094177246,0.37153160572052,643
4,0.01,0.8,0.8,3,9.443183898925781,9.488125801086426,0.37170714139938354,643
4,0.01,0.8,0.8,5,9.436168670654297,9.500678062438965,0.3702050447463989,631
4,0.01,0.8,0.8,10,9.41843032836914,9.471678733825684,0.3713220953941345,646
4,0.02,0.6,0.6,1,9.457929611206055,9.520052909851074,0.3688085079193115,372
4,0.02,0.6,0.6,3,9.468361854553223,9.531126022338867,0.36892616748809814,313
4,0.02,0.6,0.6,5,9.476617813110352,9.52264404296875,0.3688619136810303,313
4,0.02,0.6,0.6,10,9.491943359375,9.520710945129395,0.3691737651824951,365
